CERT_ID,CERT_NAME,URL,ACRONYM,KEYWORD,TRAINING,EITHER,EXAM,RENEWAL,CEU,REEXAM,CPD,CERT_ANY,EXAM_DETAILS,TYPE,TYPEORDER,ORG_ID,ORG_NAME,ORG_ADDRES,ORG_PHONE1,EXT,ORG_PHONE2,ORG_FAX,ORG_EMAIL,ORG_WEBPAG,ORG ACRONYM,CERT_DESCRIPTION
12926,ARFF Technician Level II,https://www.evtcc.org/tracks,,"Heavy-Duty Truck, Drive Train Heavy-Duty Truck, Suspension and Steering Heavy-Duty Truck, Heating and Air Conditioning",0,,1,5 ,0,1,0,0,,Advanced,B,1714,"Emergency Vehicle Technician Certification Commission, Inc.","16 N Washington St Carpentersville, IL 60118",847-426-4075,,,847-426-4076,evtcert@evtcc.org,https://www.evtcc.org/,EVT,"The exams cover the design and performance standard and preventive maintenance, chassis and vehicle performance, and the extinguishment systems of ARFF vehicles. This certification tests for Chassis & Vehicle Components of ARFF Vehicles and Fire Apparatus Electrical Systems knowledge."
12927,ARFF Technician Level III,https://www.evtcc.org/tracks,,Electronic Diesel Engine Diagnosis Specialist  ,0,,1,5 ,0,1,0,0,,Advanced,B,1714,"Emergency Vehicle Technician Certification Commission, Inc.","16 N Washington St Carpentersville, IL 60118",847-426-4075,,,847-426-4076,evtcert@evtcc.org,https://www.evtcc.org/,EVT,"The exams cover the design and performance standard and preventive maintenance, chassis and vehicle performance, and the extinguishment systems of ARFF vehicles. This certification tests for Water/Foam and Ancillary Extinguishment Systems knowledge."
13241,ARINC Fiber Optics Installer,https://etai.org/fiber_cabling.html,AFI,  ,1,,1,4 ,1,0,0,0,"Certification exams available online or through a local exam center, more information available here:&amp;nbsp;&lt;a href=&quot;https://etai.org/test_sites.html&quot; target=&quot;_blank&quot;&gt;https://etai.org/test_sites.html&lt;/a&gt;",Advanced,B,0111,ETA International,"5 Depot Street, Greencastle, IN 46135",800-288-3824,,765-653-8262,765-653-4287,eta@eta-i.org,https://www.etai.org/,ETA,"ARINC is a division of the SAE Group along with SAE International. ARINC organizes aviation industry committees and participates in related industry activities that benefit aviation at large by providing technical leadership and guidance. These activities directly support aviation industry goals: promote safety, efficiency, regularity, and cost-effectiveness in aircraft operations. ARINC recognizes ETA International as the industry trained fiber optics certification entity in regards to the aerospace industry. The ARINC certifications are based on the ARINC 807-4 report and SAE International-recognized standards. Per 807-4, ""In order to maintain their proficiency, it is essential that individuals involved in the use and implementation of fiber optic technology are properly trained and kept current"". The ARINC Installer is the aerospace fiber and connector installation certification."
6838,ARINC Fiber Optics Technician,https://etai.org/fiber_cabling.html,AFT,Aerospace fiber optics Fabricator ,1,,1,4 ,1,0,0,0,"Certification exams available online or through a local exam center, more information available here:&amp;nbsp;&lt;a href=&quot;https://etai.org/test_sites.html&quot; target=&quot;_blank&quot;&gt;https://etai.org/test_sites.html&lt;/a&gt;",Advanced,B,0111,ETA International,"5 Depot Street, Greencastle, IN 46135",800-288-3824,,765-653-8262,765-653-4287,eta@eta-i.org,https://www.etai.org/,ETA,"ARINC organizes aviation industry committees and participates in related industry activities that benefit aviation at large by providing technical leadership and guidance. These activities directly support aviation industry goals: promote safety, efficiency, regularity, and cost-effectiveness in aircraft operations. ARINC recognizes ETA International as the fiber optic industry training certification entity in regards to the aerospace industry in the United States. The ARINC certification is based on the Society of Automotive Engineers (SAE) standards.

ARINC Industry Activities organizes and provides the secretariat for international aviation organizations (AEEC, AMC, FSEMC) which coordinate the work of aviation industry technical professionals and lead the development of technical standards for airborne electronic equipment, aircraft maintenance equipment and practices, and flight simulator equipment used in commercial, military, and business aviation. The AEEC, AMC, and FSEMC develop consensus-based, voluntary standards that are published by ARINC and are known as ARINC Standards. The use of ARINC Standards results in substantial technical and economic benefit to the aviation industry."
15226,ASE Military Tactical Wheeled Vehicle Certification - MIL1 Military Fundamentals,https://www.ase.com/test-series,MIL1,  ,0,,1,5 ,0,1,0,0,,Specialty,C,0008,National Institute for Automotive Service Excellence,"101 Blue Seal Drive, S.E., Suite 101,  Leesburg, VA 20175",877-273-8324,,703-669-6600,,webmaster@asecert.org,https://www.ase.com/,ASE,"To identify and recognize those technicians who can demonstrate knowledge of the skills necessary to diagnose, service, and repair different systems of military tactical wheeled vehicles."
15227,ASE Military Tactical Wheeled Vehicle Certification - MIL2 Diesel Engines,https://www.ase.com/test-series,MIL2,  ,1,,1,5 ,0,1,0,0,,Specialty,C,0008,National Institute for Automotive Service Excellence,"101 Blue Seal Drive, S.E., Suite 101,  Leesburg, VA 20175",877-273-8324,,703-669-6600,,webmaster@asecert.org,https://www.ase.com/,ASE,"To identify and recognize those technicians who can demonstrate knowledge of the skills necessary to diagnose, service, and repair different systems of military tactical wheeled vehicles."
15228,ASE Military Tactical Wheeled Vehicle Certification - MIL3 Drive Train,https://www.ase.com/test-series,MIL3,  ,1,,1,5 ,0,1,0,0,,Specialty,C,0008,National Institute for Automotive Service Excellence,"101 Blue Seal Drive, S.E., Suite 101,  Leesburg, VA 20175",877-273-8324,,703-669-6600,,webmaster@asecert.org,https://www.ase.com/,ASE,"To identify and recognize those technicians who can demonstrate knowledge of the skills necessary to diagnose, service, and repair different systems of military tactical wheeled vehicles."
15229,ASE Military Tactical Wheeled Vehicle Certification - MIL4 Chassis,https://www.ase.com/test-series,MIL4,  ,1,,1,5 ,0,1,0,0,,Specialty,C,0008,National Institute for Automotive Service Excellence,"101 Blue Seal Drive, S.E., Suite 101,  Leesburg, VA 20175",877-273-8324,,703-669-6600,,webmaster@asecert.org,https://www.ase.com/,ASE,"To identify and recognize those technicians who can demonstrate knowledge of the skills necessary to diagnose, service, and repair different systems of military tactical wheeled vehicles."
15230,"ASE Military Tactical Wheeled Vehicle Certification - MIL5 Suspension, Steering, and Hydraulics",https://www.ase.com/test-series,MIL5,  ,1,,1,5 ,0,1,0,0,,Specialty,C,0008,National Institute for Automotive Service Excellence,"101 Blue Seal Drive, S.E., Suite 101,  Leesburg, VA 20175",877-273-8324,,703-669-6600,,webmaster@asecert.org,https://www.ase.com/,ASE,"To identify and recognize those technicians who can demonstrate knowledge of the skills necessary to diagnose, service, and repair different systems of military tactical wheeled vehicles."
15231,ASE Military Tactical Wheeled Vehicle Certification - MIL6 Electrical/ Electronic Systems,https://www.ase.com/test-series,MIL6,  ,1,,1,5 ,0,1,0,0,,Specialty,C,0008,National Institute for Automotive Service Excellence,"101 Blue Seal Drive, S.E., Suite 101,  Leesburg, VA 20175",877-273-8324,,703-669-6600,,webmaster@asecert.org,https://www.ase.com/,ASE,"To identify and recognize those technicians who can demonstrate knowledge of the skills necessary to diagnose, service, and repair different systems of military tactical wheeled vehicles."
15232,"ASE Military Tactical Wheeled Vehicle Certification - MIL7 Heating, Ventilation & Air Conditioning (HVAC)",https://www.ase.com/test-series,MIL7,  ,1,,1,5 ,0,1,0,0,,Specialty,C,0008,National Institute for Automotive Service Excellence,"101 Blue Seal Drive, S.E., Suite 101,  Leesburg, VA 20175",877-273-8324,,703-669-6600,,webmaster@asecert.org,https://www.ase.com/,ASE,"To identify and recognize those technicians who can demonstrate knowledge of the skills necessary to diagnose, service, and repair different systems of military tactical wheeled vehicles."
15233,ASE Military Tactical Wheeled Vehicle Certification - MIL8 Preventive Maintenance Checks & Services (PMCS),https://www.ase.com/test-series,MIL8,  ,1,,1,5 ,0,1,0,0,,Specialty,C,0008,National Institute for Automotive Service Excellence,"101 Blue Seal Drive, S.E., Suite 101,  Leesburg, VA 20175",877-273-8324,,703-669-6600,,webmaster@asecert.org,https://www.ase.com/,ASE,"To identify and recognize those technicians who can demonstrate knowledge of the skills necessary to diagnose, service, and repair different systems of military tactical wheeled vehicles."
12889,ASHI Certified Inspector,https://www.homeinspector.org/certification/,ACI,  ,1,,1,1 ,1,,,,"The NHIE is a live, proctored exam. Members will have to attend specified testing locations in their state in order to take the exam. For general information regarding the exam, visit nationalhomeinspectorexam.org.",Core,A,1710,American Society of Home Inspectors,"932 Lee Street, Suite 101 Des Plaines, IL 60016-6594",847-759-2820,,,847-759-1620,hq@ashi.org,https://www.homeinspector.org/,ASHI,The ASHI Certified Inspector (ACI) program promotes excellence within the home inspector profession as well as continual improvement of ACI's services to the public. The ASHI certification program establishes a minimum and uniform standard of practice for home inspectors practicing in the United States and Canada. Home inspection professionals offer a vital service to the public in evaluating the condition of a prospective home. Home Inspections performed to ASHI Standards of Practice are intended to provide the client with objective information regarding the condition of the systems and components of the home as inspected at the time of the home inspection.
13753,ASNT 9712 Level II,https://certification.asnt.org/certification/asnt-9712-level-ii,ASN9712-II,Magnetic particle testing  ,1,,1,5 ,1,1,0,1,,Specialty,C,0490,American Society for Nondestructive Testing,"1711 Arlingate Lane, Columbus, OH 43228-0518",800-222-2768,242,614-274-6003,614-274-6899,,https://www.asnt.org/,ASNT,
7903,ASNT Central Certification Program (ACCP) Professional Level III - Liquid Penetrant Testing (PT),https://certification.asnt.org/certification/asnt-ndt-level-iii,,Nondestructive testing Level III Liquid penetrant testing,1,,1,5 ,1,1,0,1,,Specialty,C,0490,American Society for Nondestructive Testing,"1711 Arlingate Lane, Columbus, OH 43228-0518",800-222-2768,242,614-274-6003,614-274-6899,,https://www.asnt.org/,ASNT,
7904,ASNT Central Certification Program (ACCP) Professional Level III - Magnetic Particle Testing (MT),https://certification.asnt.org/certification,,Nondestructive testing Level III Magnetic particle testing,1,,1,5 ,1,1,0,1,,Specialty,C,0490,American Society for Nondestructive Testing,"1711 Arlingate Lane, Columbus, OH 43228-0518",800-222-2768,242,614-274-6003,614-274-6899,,https://www.asnt.org/,ASNT,
7906,ASNT Central Certification Program (ACCP) Professional Level III - Radiographic Testing (RT),https://certification.asnt.org/certification/asnt-9712-level-iii,,Nondestructive testing Level III Radiographic testiing,1,,1,5 ,1,1,0,1,,Specialty,C,0490,American Society for Nondestructive Testing,"1711 Arlingate Lane, Columbus, OH 43228-0518",800-222-2768,242,614-274-6003,614-274-6899,,https://www.asnt.org/,ASNT,
7907,ASNT Central Certification Program (ACCP) Professional Level III - Ultrasonic Testing (UT),https://www.asnt.org/certification/which-certification-is-right-for-me,,Nondestructive testiing Level III Ultrasonic testing,1,,1,5 ,1,1,0,1,,Specialty,C,0490,American Society for Nondestructive Testing,"1711 Arlingate Lane, Columbus, OH 43228-0518",800-222-2768,242,614-274-6003,614-274-6899,,https://www.asnt.org/,ASNT,
